loan_id,loan_amount,term,annual_income,credit_score,employment_length,purpose,default
L1246,31321,36,110813,684,4,home_improvement,0
L1247,13164,36,137464,715,3,education,1
L1248,3841,36,136679,626,0,vacation,0
L1249,23886,60,143732,700,10,education,1
L1250,16991,60,171130,762,2,credit_card,0
L1251,17985,36,35194,753,4,medical,0
L1252,24890,36,115898,793,1,education,0
L1253,7642,36,83730,613,1,small_business,1
L1254,20644,36,62044,592,6,debt_consolidation,0
L1255,1177,60,154803,604,1,small_business,1
L1256,7345,60,123264,729,8,home_improvement,1
L1257,28269,36,81795,532,7,medical,0
L1258,17000,36,36656,512,0,debt_consolidation,0
L1259,18834,36,158893,834,4,small_business,0
L1260,48874,36,125001,685,10,credit_card,0
L1261,15692,60,106561,566,4,vacation,1
L1262,19913,60,138400,602,4,home_improvement,1
L1263,36498,60,71481,606,0,medical,0
L1264,11313,36,63304,562,0,home_improvement,1
L1265,47481,36,46751,687,10,credit_card,1
L1266,48967,60,116213,702,2,medical,0
L1267,22461,60,124051,821,1,home_improvement,1
L1268,30880,60,106959,838,10,car,1
L1269,22777,60,124251,584,7,credit_card,0
L1270,8224,60,112317,765,3,credit_card,1
L1271,48104,36,158381,601,1,credit_card,1
L1272,42848,60,111105,515,4,car,1
L1273,2463,36,70929,560,10,car,0
L1274,42754,60,40710,734,10,small_business,1
L1275,5218,60,69473,610,7,debt_consolidation,0
L1276,15846,60,160770,673,8,vacation,1
L1277,2687,36,58417,599,2,home_improvement,0
L1278,42839,60,175751,618,7,small_business,0
L1279,13426,60,128129,708,0,home_improvement,1
L1280,4741,36,106329,549,7,vacation,1
L1281,38186,60,91775,717,8,debt_consolidation,1
L1282,40609,60,89527,723,3,car,1
L1283,38126,36,143003,560,9,debt_consolidation,0
L1284,17056,36,128076,630,0,car,0
L1285,42865,60,50293,522,6,vacation,0
L1286,35259,60,107682,727,3,debt_consolidation,0
L1287,13370,60,107057,545,7,small_business,1
L1288,32743,60,115185,751,7,medical,0
L1289,10319,36,32836,740,7,small_business,1
L1290,14868,36,105838,651,4,home_improvement,1
L1291,29540,60,163434,751,0,small_business,1
L1292,6932,36,45389,566,8,vacation,1
L1293,39108,60,86602,722,5,credit_card,0
L1294,14797,60,99218,771,0,home_improvement,1
L1295,9808,36,137438,669,6,debt_consolidation,0
L1296,19936,36,173130,815,3,home_improvement,1
L1297,14375,60,50549,805,0,medical,0
L1298,2538,60,174494,581,5,car,1
L1299,20265,60,114805,829,2,debt_consolidation,1
L1300,47036,36,114489,779,5,education,1
L1301,38538,60,120013,622,10,home_improvement,1
L1302,19002,36,79277,841,10,debt_consolidation,1
L1303,12502,60,173603,845,0,debt_consolidation,1
L1304,25586,60,53278,699,2,debt_consolidation,1
L1305,17039,36,60157,644,3,car,0
L1306,6485,60,139040,788,4,education,1
L1307,36102,36,176224,650,7,vacation,0
L1308,8637,60,37609,732,9,small_business,1
L1309,43583,60,91361,829,2,debt_consolidation,1
L1310,33696,60,124694,554,10,credit_card,1
L1311,16570,60,117626,729,8,vacation,1
L1312,48886,36,114264,549,10,medical,0
L1313,33275,60,138489,624,2,car,0
L1314,32992,60,58926,591,10,home_improvement,0
L1315,16388,36,149684,814,4,car,1
L1316,30240,36,78258,512,1,home_improvement,1
L1317,28809,60,73139,721,3,car,1
L1318,22391,36,172258,518,0,home_improvement,1
L1319,37817,60,171298,669,8,debt_consolidation,0
L1320,15974,36,50173,707,7,small_business,0
L1321,12797,36,114714,690,2,home_improvement,1
L1322,40685,36,112211,758,0,education,0
L1323,31323,60,93590,607,8,home_improvement,0
L1324,17597,60,91370,608,9,credit_card,0
L1325,39995,36,57917,797,8,home_improvement,1
L1326,15656,36,32507,556,9,credit_card,1
L1327,5290,60,86430,583,8,medical,0
L1328,28250,60,54152,814,4,debt_consolidation,1
L1329,20432,36,39677,513,9,credit_card,1
L1330,34390,36,74670,701,10,small_business,0
L1331,38911,36,134715,668,9,vacation,1
L1332,12494,60,165474,706,7,debt_consolidation,0
L1333,17895,60,145905,659,9,credit_card,0
L1334,44961,36,90472,773,10,debt_consolidation,1
L1335,44315,60,67360,543,10,education,1
L1336,46942,36,71684,617,3,debt_consolidation,0
L1337,18650,60,43819,539,0,debt_consolidation,1
L1338,10814,60,72858,738,8,medical,0
L1339,12343,36,124830,722,4,small_business,0
L1340,34111,60,111765,822,8,car,1
L1341,36378,60,60340,830,6,car,0
L1342,10858,60,139075,688,10,credit_card,1
L1343,25444,36,57733,677,8,debt_consolidation,0
L1344,40310,36,38383,715,3,credit_card,0
L1345,48927,60,60589,596,3,medical,0
L1346,1589,36,86467,620,6,medical,1
L1347,4990,60,158109,527,9,home_improvement,0
L1348,16376,60,58326,592,6,education,0
L1349,22217,60,121470,705,9,medical,1
L1350,20949,60,85832,546,6,home_improvement,0
L1351,42693,36,172580,702,1,small_business,1
L1352,29363,60,174302,847,10,credit_card,0
L1353,35428,60,109041,578,1,vacation,0
L1354,42351,60,144758,737,2,small_business,1
L1355,46562,60,112203,589,3,medical,1
L1356,42354,36,54176,842,2,small_business,1
L1357,28207,60,86851,798,2,small_business,0
L1358,34501,36,65411,526,0,education,1
L1359,30714,36,76014,819,5,education,0
L1360,30176,60,158627,836,5,education,1
L1361,1327,36,35576,638,8,small_business,1
L1362,14790,60,113939,501,3,medical,1
L1363,16624,36,81195,696,9,vacation,0
L1364,19970,36,102942,568,3,debt_consolidation,0
L1365,6411,60,102353,527,1,small_business,0
L1366,32194,36,57197,774,9,home_improvement,0
L1367,7240,36,160098,720,0,medical,0
L1368,38763,60,75126,724,10,small_business,1
L1369,1224,36,34421,607,9,vacation,0
L1370,5247,60,59748,544,10,debt_consolidation,1
L1371,25411,36,83709,757,4,education,0
L1372,27999,36,103173,800,0,medical,0
L1373,11788,60,111342,558,5,car,1
L1374,21927,60,41577,779,10,debt_consolidation,0
L1375,32258,36,79754,811,2,home_improvement,1
L1376,48287,60,72133,703,3,small_business,0
L1377,43251,36,86982,547,3,vacation,1
L1378,20720,60,94335,580,0,car,0
L1379,10363,60,133412,769,1,vacation,0
L1380,10260,60,66216,817,4,car,0
L1381,33764,60,161181,537,9,medical,0
L1382,35795,60,98444,701,6,car,0
L1383,2989,60,80699,540,2,home_improvement,0
L1384,6872,36,142105,641,5,home_improvement,1
L1385,22037,36,155463,727,4,credit_card,0
L1386,18389,60,104128,585,6,home_improvement,1
L1387,9705,36,41269,714,9,debt_consolidation,1
L1388,23213,36,90584,698,2,car,1
L1389,22895,60,125071,523,7,home_improvement,1
L1390,8357,36,76315,609,3,medical,0
L1391,18798,60,69262,784,8,vacation,1
L1392,4612,60,166201,583,9,education,1
L1393,24429,60,166440,602,10,vacation,0
L1394,22698,36,166755,681,8,credit_card,1
L1395,22947,36,48436,707,9,vacation,1
L1396,27951,36,32324,752,9,car,0
L1397,24433,60,40847,628,6,credit_card,0
L1398,29351,36,126841,840,5,car,1
L1399,29462,36,179278,718,6,medical,0
L1400,29414,60,57148,843,3,credit_card,1
L1401,37405,60,39387,699,4,small_business,0
L1402,36294,36,157714,754,6,debt_consolidation,1
L1403,21088,36,89822,666,2,debt_consolidation,1
L1404,9132,36,132356,555,5,car,1
L1405,41669,60,111167,648,1,vacation,0
L1406,18908,60,126125,821,6,education,0
L1407,1040,60,92205,605,6,education,0
L1408,35526,60,98900,745,5,small_business,0
L1409,40769,36,123795,793,0,credit_card,0
L1410,30037,36,75604,596,2,small_business,1
L1411,9874,60,162068,524,8,small_business,0
L1412,46589,36,111107,642,3,vacation,1
L1413,34489,60,89972,695,2,education,1
L1414,38888,36,55595,626,0,credit_card,1
L1415,7164,60,64523,799,0,medical,1
L1416,30235,36,40678,621,7,vacation,1
L1417,30906,60,68477,673,10,small_business,0
L1418,22358,36,76426,571,1,small_business,1
L1419,45941,60,104950,750,2,medical,1
L1420,43148,36,171034,791,9,small_business,1
L1421,49706,36,99347,524,4,small_business,0
L1422,34927,60,77065,825,7,small_business,1
L1423,49575,36,132257,806,3,debt_consolidation,1
L1424,43397,36,59564,827,6,vacation,0
L1425,40145,36,118037,640,7,home_improvement,1
L1426,26503,36,122460,671,9,vacation,1
L1427,19863,60,171621,724,10,medical,1
L1428,24983,36,68281,521,0,small_business,0
L1429,8574,36,138912,684,0,vacation,0
L1430,8146,36,169635,845,0,debt_consolidation,0
L1431,36056,36,156976,821,6,education,0
L1432,49641,36,160202,827,4,medical,1
L1433,29768,36,157684,694,10,car,0
L1434,12080,36,125768,511,3,vacation,0
L1435,5294,60,37425,772,6,car,0
L1436,13891,60,116607,730,1,small_business,0
L1437,32152,60,178576,757,3,debt_consolidation,0
L1438,39124,36,162632,735,0,debt_consolidation,0
L1439,4299,60,56346,541,4,vacation,1
L1440,9999,36,99787,802,3,medical,0
L1441,25060,60,123642,771,7,medical,1
L1442,47990,60,127594,813,10,debt_consolidation,0
L1443,2891,60,168239,589,2,medical,0
L1444,9006,36,152645,618,7,debt_consolidation,1
L1445,29342,60,134549,740,5,vacation,1
L1446,22435,60,74937,754,2,home_improvement,0
L1447,38998,36,63770,756,4,debt_consolidation,0
L1448,13150,60,115078,585,1,car,0
L1449,48066,60,101772,604,8,medical,0
L1450,2252,36,71191,519,5,debt_consolidation,0
L1451,21387,60,150210,724,10,debt_consolidation,1
L1452,8373,60,130982,526,1,vacation,1
L1453,19911,60,113102,624,2,medical,0
L1454,21589,60,85331,656,6,home_improvement,0
L1455,18420,36,118849,804,10,vacation,0
L1456,37540,36,30551,789,3,home_improvement,0
L1457,39468,60,117363,822,1,education,0
L1458,36162,60,176788,814,10,vacation,1
L1459,18701,36,149844,501,10,medical,0
L1460,36064,36,69697,690,0,credit_card,0
L1461,31354,60,143883,547,4,medical,1
L1462,2108,36,43018,731,0,medical,0
L1463,39764,60,154804,679,8,home_improvement,0
L1464,25930,36,160173,834,5,home_improvement,0
L1465,36067,36,115754,847,4,medical,1
L1466,3178,60,148918,501,8,medical,1
L1467,5958,36,108776,617,9,medical,1
L1468,28222,36,137664,808,1,home_improvement,1
L1469,13787,36,40791,831,7,medical,0
L1470,26334,36,106011,697,8,medical,0
L1471,29953,36,157169,584,6,education,1
L1472,48358,60,84345,633,10,small_business,0
L1473,42757,36,83243,799,3,credit_card,0
L1474,49195,60,147955,618,1,car,1
L1475,17781,60,86713,574,6,credit_card,0
L1476,24231,60,120439,769,6,small_business,1
L1477,1251,60,45392,732,3,car,0
L1478,26361,36,170507,516,8,vacation,1
L1479,28478,36,69430,576,9,medical,1
L1480,41117,36,40321,515,5,small_business,1
L1481,22795,60,172941,519,5,education,1
L1482,47421,36,137367,571,4,vacation,0
L1483,31185,60,79461,626,10,medical,0
L1484,34286,60,119960,673,3,home_improvement,0
L1485,32901,36,42000,546,9,debt_consolidation,1
L1486,38018,60,158353,790,8,small_business,1
L1487,28459,60,114231,672,10,home_improvement,1
L1488,6334,36,34611,623,9,small_business,0
L1489,44383,60,33664,681,9,education,0
L1490,48656,36,97096,787,0,small_business,1
L1491,46302,36,30631,812,7,home_improvement,1
L1492,18081,60,117944,725,9,education,1
L1493,34351,60,37255,630,1,car,0
L1494,3617,60,83994,532,7,credit_card,1
L1495,22130,36,115216,551,1,medical,0
L1496,18215,60,39217,800,5,small_business,1
L1497,16757,36,79895,811,8,medical,1
L1498,20146,36,176506,579,10,debt_consolidation,1
L1499,40978,36,37597,768,2,home_improvement,1
L1500,27571,36,109983,666,7,medical,1
L1501,7335,60,86935,787,10,medical,1
L1502,33596,36,31534,794,2,debt_consolidation,0
L1503,40775,36,107519,848,10,car,1
L1504,41784,60,106144,634,6,home_improvement,0
L1505,22051,36,141974,551,3,debt_consolidation,1
L1506,24221,36,121243,531,5,medical,1
L1507,32096,60,179257,539,1,small_business,1
L1508,38296,60,94807,708,9,education,0
L1509,22716,36,59576,505,1,medical,1
L1510,25863,36,126096,549,4,small_business,1
L1511,20794,60,83943,539,1,debt_consolidation,0
L1512,12510,36,168941,624,6,car,1
L1513,14849,36,155831,545,6,medical,1
L1514,5651,36,38393,826,8,vacation,0
L1515,19430,60,79112,838,3,small_business,1
L1516,37521,36,126508,549,7,car,0
L1517,45355,60,68452,706,10,education,1
L1518,39573,36,119015,574,1,education,1
L1519,28482,36,163271,823,0,home_improvement,1
L1520,30794,60,134676,542,1,small_business,1
L1521,18775,60,115012,628,9,debt_consolidation,1
L1522,15480,36,175239,813,6,home_improvement,1
L1523,24812,60,41526,751,9,home_improvement,0
L1524,32461,36,165943,703,4,credit_card,0
L1525,7040,60,164986,652,2,medical,0
L1526,2493,36,87306,650,8,small_business,1
L1527,9842,36,124932,627,7,home_improvement,0
L1528,15128,36,113484,538,4,credit_card,1
L1529,47505,36,168964,588,7,debt_consolidation,1
L1530,48689,36,39907,507,6,car,1
L1531,14735,36,127320,544,10,vacation,1
L1532,34351,36,121817,732,0,vacation,1
L1533,9970,36,142075,549,7,small_business,0
L1534,23577,60,95438,847,9,home_improvement,1
L1535,21512,60,57639,720,7,vacation,1
L1536,45099,36,92168,661,7,medical,1
L1537,22646,36,115473,785,3,vacation,0
L1538,31475,36,65559,735,2,vacation,0
L1539,30122,36,100745,623,2,vacation,1
L1540,24841,60,147872,586,2,education,0
L1541,33579,36,159245,807,4,credit_card,0
L1542,43854,60,82554,843,5,home_improvement,1
L1543,25733,36,177580,812,1,medical,0
L1544,36243,60,142027,789,6,home_improvement,1
L1545,12045,36,63508,756,6,education,1
L1546,46334,36,150509,729,7,small_business,0
L1547,45823,60,76588,515,3,small_business,1
L1548,42881,36,64043,717,7,small_business,1
L1549,3234,60,105967,809,2,debt_consolidation,0
L1550,12403,36,63805,602,10,vacation,0
L1551,16575,36,150579,685,0,debt_consolidation,1
L1552,1278,36,100114,525,4,credit_card,0
L1553,22048,60,71610,773,10,small_business,1
L1554,1203,36,149740,606,1,education,0
L1555,5587,36,174344,728,3,medical,1
L1556,35948,60,113973,553,9,home_improvement,0
L1557,14798,36,150728,636,0,vacation,0
L1558,21552,60,82644,821,1,car,0
L1559,37749,36,66719,836,7,medical,0
L1560,41766,60,72376,780,5,vacation,0
L1561,34126,36,50060,810,1,debt_consolidation,1
L1562,47926,36,126902,678,7,debt_consolidation,1
L1563,2707,60,121461,586,2,medical,0
L1564,42767,36,103184,637,4,debt_consolidation,1
L1565,43668,36,145952,833,9,small_business,1
L1566,31084,60,110226,810,3,credit_card,1
L1567,49129,60,35888,753,7,home_improvement,1
L1568,24991,36,165868,807,6,credit_card,0
L1569,49304,60,109460,790,8,vacation,0
L1570,41538,36,101275,625,6,home_improvement,0
L1571,18523,60,82936,815,1,education,0
L1572,21601,36,48596,787,4,home_improvement,0
L1573,18605,36,82340,581,6,credit_card,1
L1574,28824,60,154799,627,6,medical,0
L1575,30971,36,164601,542,8,home_improvement,1
L1576,41683,36,105348,734,7,education,0
L1577,6821,60,45291,681,4,education,0
L1578,29169,60,66259,673,9,education,1
L1579,41870,60,132771,771,0,credit_card,0
L1580,34090,60,94575,662,10,home_improvement,0
L1581,18148,36,159145,643,0,car,0
L1582,17889,36,166680,798,10,medical,1
L1583,33192,60,43293,530,10,small_business,0
L1584,6015,60,63295,743,6,home_improvement,0
L1585,33712,36,99934,600,8,education,0
L1586,7558,36,120270,700,8,car,0
L1587,42790,36,72852,528,2,small_business,1
L1588,9197,60,157203,573,8,small_business,1
L1589,27729,36,160031,736,7,vacation,1
L1590,7801,60,125869,655,2,home_improvement,0
L1591,21589,60,81164,594,8,credit_card,1
L1592,22602,60,81063,809,1,home_improvement,1
L1593,22045,36,109881,601,9,car,1
L1594,32150,36,88418,683,1,small_business,1
L1595,13112,60,60584,805,6,home_improvement,0
L1596,15980,60,144129,564,6,credit_card,1
L1597,21941,60,45209,636,3,vacation,1
L1598,41557,60,148279,768,1,home_improvement,1
L1599,12757,36,51330,789,3,medical,1
L1600,46371,36,67062,739,2,vacation,0
L1601,25398,36,123034,791,10,credit_card,1
L1602,31207,36,40267,751,5,car,1
L1603,43911,60,179675,504,3,small_business,0
L1604,9005,36,73011,580,9,home_improvement,0
L1605,7581,36,141213,529,7,credit_card,0
L1606,26616,60,96903,721,3,vacation,1
L1607,22444,36,86080,663,10,medical,1
L1608,29022,60,38475,754,9,credit_card,0
L1609,2605,36,165606,628,6,debt_consolidation,1
L1610,8359,60,40029,805,0,education,1
L1611,6301,60,69045,663,10,medical,1
L1612,18207,36,89742,775,4,vacation,0
L1613,4354,36,101076,635,3,car,1
L1614,3215,36,165421,637,8,small_business,0
L1615,40830,36,144730,703,8,vacation,1
L1616,25753,36,153293,718,5,education,1
L1617,10004,36,176234,736,7,car,1
L1618,5351,36,159184,842,10,home_improvement,0
L1619,45123,36,161453,676,3,credit_card,0
L1620,45109,36,164964,652,4,debt_consolidation,0
L1621,44813,36,128077,773,5,medical,0
L1622,27368,36,162575,808,5,medical,1
L1623,23315,60,116524,849,7,credit_card,0
L1624,6793,36,171654,615,7,debt_consolidation,0
L1625,36568,60,144954,735,10,credit_card,0
L1626,47808,36,86835,752,3,home_improvement,0
L1627,43285,36,141904,617,2,education,0
L1628,1987,60,90849,732,9,car,0
L1629,21198,36,95038,580,7,vacation,1
L1630,27155,36,156077,813,3,medical,1
L1631,9863,60,160773,814,0,home_improvement,0
L1632,36796,36,92328,814,1,car,0
L1633,3100,36,66969,622,2,home_improvement,1
L1634,36205,60,146803,664,7,debt_consolidation,1
L1635,15350,36,137130,597,3,medical,1
L1636,18237,36,95089,638,3,vacation,0
L1637,20985,36,151913,614,5,credit_card,1
L1638,6843,36,33027,660,4,credit_card,0
L1639,43885,60,132766,611,0,car,1
L1640,47193,36,105326,540,0,vacation,0
L1641,5652,60,159596,531,4,education,1
L1642,49936,36,149699,670,7,small_business,0
L1643,1129,60,66516,525,1,debt_consolidation,1
L1644,37309,36,105615,705,0,car,0
L1645,35638,36,127742,533,3,small_business,0
L1646,14446,60,142183,728,5,home_improvement,0
L1647,40155,60,97528,707,9,debt_consolidation,1
L1648,8237,60,89160,722,6,home_improvement,0
L1649,8496,36,52299,809,3,education,0
L1650,37668,60,142320,649,1,vacation,0
L1651,20771,36,88442,564,7,medical,1
L1652,48637,60,127965,746,4,debt_consolidation,1
L1653,17731,60,34587,761,3,small_business,1
L1654,13521,36,170088,607,10,education,1
L1655,2389,36,99219,650,3,medical,1
L1656,20474,36,49972,816,6,credit_card,1
L1657,26710,60,96298,830,9,small_business,0
L1658,2427,36,47338,769,5,car,1
L1659,8133,36,48571,796,1,credit_card,0
L1660,36991,60,75328,518,7,education,0
L1661,13437,60,100457,513,0,credit_card,1
L1662,18867,60,161147,735,5,car,1
L1663,46730,60,108449,766,5,debt_consolidation,0
L1664,7263,60,168835,644,9,credit_card,1
L1665,37099,36,166168,664,3,vacation,1
L1666,30659,36,123051,678,10,small_business,0
L1667,20689,60,174870,637,9,medical,0
L1668,11716,36,30913,747,4,credit_card,0
L1669,23784,60,133710,753,4,small_business,1
L1670,8679,36,91737,507,4,home_improvement,1
L1671,38410,36,166832,695,5,small_business,0
L1672,45515,36,43405,794,6,medical,1
L1673,29946,60,171853,630,9,small_business,0
L1674,18712,60,100504,711,5,car,0
L1675,32136,60,39283,787,0,education,1
L1676,16105,36,147843,794,8,medical,1
L1677,44292,36,119634,595,7,education,1
L1678,8137,60,110600,579,10,debt_consolidation,1
L1679,38671,60,126931,798,0,education,1
L1680,15070,60,130469,567,3,home_improvement,1
L1681,32964,36,59822,674,3,car,0
L1682,27785,60,160582,619,5,debt_consolidation,0
L1683,49920,36,132186,673,5,small_business,1
L1684,27226,36,138915,599,8,medical,0
L1685,39309,60,80027,571,5,home_improvement,1
L1686,9261,36,65851,773,5,car,0
L1687,3914,60,64036,640,9,debt_consolidation,1
L1688,11798,60,151657,780,10,debt_consolidation,1
L1689,22652,60,34006,660,5,home_improvement,0
L1690,22091,36,93970,513,4,vacation,0
L1691,17360,36,60750,530,3,small_business,1
L1692,3556,60,56010,821,5,home_improvement,1
L1693,26966,60,105822,507,8,debt_consolidation,1
L1694,43231,36,84461,830,10,credit_card,1
L1695,31470,36,167492,775,5,car,1
L1696,31088,36,105299,779,6,home_improvement,1
L1697,33739,60,94419,731,6,vacation,1
L1698,4255,36,171662,700,1,debt_consolidation,1
L1699,47373,36,149477,687,3,small_business,1
L1700,18184,60,78145,515,3,education,0
L1701,33802,36,134236,760,3,debt_consolidation,1
L1702,3277,36,60521,548,5,small_business,1
L1703,8421,36,66519,612,9,home_improvement,1
L1704,48516,36,135780,837,3,small_business,0
L1705,40380,60,84135,547,0,medical,1
L1706,13664,60,161840,544,5,medical,0
L1707,46024,36,78383,667,6,medical,0
L1708,17738,36,164795,618,0,vacation,1
L1709,30694,36,102932,613,6,vacation,0
L1710,19321,60,128634,722,5,credit_card,0
L1711,28893,60,45517,502,4,vacation,1
L1712,28431,60,93234,734,8,education,1
L1713,13852,36,56697,559,10,home_improvement,1
L1714,44448,60,47349,805,1,debt_consolidation,0
L1715,18586,36,53958,507,9,debt_consolidation,1
L1716,33265,60,167939,773,1,credit_card,0
L1717,11391,60,136703,589,8,vacation,0
L1718,16630,36,46925,667,2,education,0
L1719,31778,36,138745,700,10,small_business,1
L1720,25710,60,47357,714,4,credit_card,0
L1721,15551,60,35531,544,9,education,1
L1722,36839,60,90775,588,6,small_business,1
L1723,20149,36,145470,563,10,education,1
L1724,20796,60,30612,701,0,small_business,1
L1725,36568,36,168608,525,0,car,0
L1726,38724,60,85164,785,3,education,1
L1727,46158,60,89001,749,0,debt_consolidation,0
L1728,30190,36,50286,831,2,medical,1
L1729,47489,60,148713,669,4,vacation,1
L1730,18538,60,148115,765,4,small_business,0
L1731,22391,60,177990,693,3,car,0
L1732,36315,60,171728,572,7,education,1
L1733,48728,60,82280,528,7,debt_consolidation,0
L1734,10762,36,106501,711,8,medical,1
L1735,21248,60,100543,747,7,small_business,1
L1736,23179,60,96690,800,2,education,0
L1737,37913,60,40082,588,0,education,1
L1738,33672,36,106972,841,5,small_business,1
L1739,24675,60,164268,701,0,credit_card,1
L1740,19146,36,70133,591,6,credit_card,1
L1741,48157,60,60098,752,3,debt_consolidation,1
L1742,7287,60,176025,775,8,medical,0
L1743,45146,36,91708,643,7,small_business,1
L1744,29822,36,113885,592,6,debt_consolidation,0
L1745,2597,36,84729,630,4,debt_consolidation,1
L1746,40449,36,48923,782,1,home_improvement,0
L1747,30159,36,47452,726,1,education,1
L1748,27801,60,46928,778,5,vacation,0
L1749,16973,60,95823,649,5,education,0
L1750,49895,60,143119,611,9,credit_card,1
L1751,45164,60,98400,583,10,medical,0
L1752,49030,36,56051,723,10,education,0
L1753,48929,36,129361,730,4,small_business,0
L1754,30308,36,117481,645,2,debt_consolidation,1
L1755,28003,36,114287,518,3,small_business,0
L1756,38175,60,99415,652,9,home_improvement,1
L1757,28979,60,82298,773,9,medical,1
L1758,17088,60,63382,831,9,debt_consolidation,0
L1759,16544,36,49613,798,9,small_business,0
L1760,19663,36,123021,601,8,credit_card,1
L1761,20784,60,178942,636,1,vacation,1
L1762,30628,60,149669,656,4,home_improvement,1
L1763,39009,60,79209,538,4,medical,1
L1764,46503,60,178034,702,10,home_improvement,1
L1765,5025,60,46487,629,8,credit_card,0
L1766,8780,36,69865,709,4,medical,1
L1767,8782,36,38447,509,7,home_improvement,0
L1768,49592,60,70352,812,5,car,1
L1769,3388,60,178534,782,8,credit_card,1
L1770,16807,60,156466,553,6,credit_card,0
L1771,49655,60,89412,638,7,credit_card,1
L1772,18041,36,128844,683,10,car,0
L1773,27834,36,84929,527,10,car,1
L1774,6049,36,34600,803,5,small_business,1
L1775,36023,60,138999,668,5,debt_consolidation,0
L1776,30985,60,161633,795,8,vacation,1
L1777,18365,36,113237,746,7,home_improvement,1
L1778,21479,36,115616,581,6,small_business,1
L1779,23315,60,62899,837,6,home_improvement,0
L1780,17899,60,97762,584,0,vacation,0
L1781,9531,36,54653,770,1,debt_consolidation,0
L1782,45850,36,176987,813,9,car,0
L1783,49661,36,157566,778,10,debt_consolidation,0
L1784,47286,60,41786,591,10,car,0
L1785,42582,36,78759,727,1,vacation,0
L1786,8287,60,108490,669,8,debt_consolidation,1
L1787,49337,60,100931,572,5,small_business,1
L1788,47427,60,112047,539,0,medical,0
L1789,3948,36,32987,780,10,small_business,0
L1790,3703,60,146436,632,7,home_improvement,0
L1791,31256,36,166138,563,1,small_business,1
L1792,33380,60,162479,632,9,vacation,0
L1793,47701,60,89751,503,3,credit_card,1
L1794,32803,36,125099,796,3,home_improvement,1
L1795,21923,60,117384,734,0,debt_consolidation,0
L1796,20320,36,102670,802,4,home_improvement,0
L1797,42109,60,171373,819,7,medical,0
L1798,47214,60,45463,605,4,car,1
L1799,40955,36,153085,524,3,debt_consolidation,0
L1800,17335,60,95163,815,7,education,1
L1801,40541,36,172386,527,5,home_improvement,0
L1802,41463,60,32258,733,2,debt_consolidation,0
L1803,21581,36,92627,772,9,debt_consolidation,1
L1804,31058,60,54774,628,0,debt_consolidation,0
L1805,17276,60,148720,527,2,car,0
L1806,41629,36,159875,638,2,education,0
L1807,19297,36,113492,681,6,vacation,0
L1808,16565,36,88575,555,4,small_business,1
L1809,24704,36,166522,770,0,debt_consolidation,0
L1810,40170,36,58302,817,4,credit_card,1
L1811,46602,60,131703,535,4,vacation,0
L1812,47304,36,166266,692,8,medical,0
L1813,23888,60,39596,548,3,car,0
L1814,36666,60,47995,745,0,home_improvement,1
L1815,9152,60,77742,581,3,car,1
L1816,44720,36,127835,741,4,home_improvement,1
L1817,29185,60,131458,813,2,car,1
L1818,36944,36,113236,826,3,home_improvement,0
L1819,30770,60,47910,782,7,debt_consolidation,0
L1820,20486,60,150613,570,2,small_business,0
L1821,35976,60,118798,716,9,home_improvement,0
L1822,28004,60,126634,530,7,education,0
L1823,24495,60,107398,643,8,home_improvement,1
L1824,17671,36,134929,676,3,credit_card,1
L1825,43993,60,77450,692,2,home_improvement,1
L1826,30484,60,173029,611,7,credit_card,1
L1827,10833,60,112141,842,2,medical,0
L1828,24597,60,35117,836,4,debt_consolidation,1
L1829,27417,36,36269,839,9,credit_card,1
L1830,29451,36,121736,625,2,small_business,1
L1831,44682,36,65282,514,8,vacation,0
L1832,45493,36,89210,733,0,debt_consolidation,0
L1833,21575,36,35021,800,0,credit_card,1
L1834,22507,60,131685,511,9,debt_consolidation,1
L1835,43219,60,173362,554,7,education,0
L1836,16614,36,104153,529,10,debt_consolidation,0
L1837,26983,60,140959,576,3,debt_consolidation,1
L1838,35161,36,122307,802,9,medical,1
L1839,40624,60,73446,803,2,small_business,0
L1840,9952,60,145997,519,6,car,1
L1841,46692,60,100704,649,6,car,1
L1842,37463,60,80457,831,5,credit_card,1
L1843,20789,36,84591,645,8,debt_consolidation,1
L1844,14773,36,118879,744,6,credit_card,0
L1845,12893,60,89344,764,9,medical,0
L1846,34653,36,121425,527,6,medical,0
L1847,21614,36,38803,500,8,home_improvement,1
L1848,37394,36,41504,672,0,education,1
L1849,2250,60,135940,806,6,medical,0
L1850,47171,60,159490,540,6,home_improvement,0
L1851,37133,36,153752,685,7,small_business,1
L1852,2783,36,177920,615,10,credit_card,0
L1853,27683,60,89635,716,9,vacation,1
L1854,34575,36,111612,668,8,small_business,0
L1855,6563,36,67778,640,4,medical,0
L1856,13815,60,128017,572,1,small_business,1
L1857,25756,36,39454,758,5,small_business,1
L1858,12175,60,162298,756,3,education,1
L1859,47440,36,52621,764,8,education,1
L1860,27802,36,79104,716,6,education,1
L1861,3406,36,140458,528,6,small_business,0
L1862,43497,36,91411,674,2,medical,1
L1863,15823,60,34649,756,0,vacation,1
L1864,13986,36,80413,615,3,debt_consolidation,0
L1865,48478,36,137836,760,10,small_business,1
L1866,39977,36,53633,766,2,home_improvement,0
L1867,3258,36,64036,537,4,medical,1
